,label,en_tweet,hebrew_tweet,bt_tweet
73,anger,Both Governor Anies Baswedan get emotional and let him slide! [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL] [URL],"שני המושלים, אניס בסוודן, נעשים רגשניים ונותנים לו להחליק!",Gubernur Anies Baswedia mendapatkan emosi dan membiarkan dia meluncur! [NAMA USERN] [NAMA SEMENTARA] [NAMA ASERN] [NAMA USIAN] [NAMA SERIKAT] [NAMA SEMENTARA] [ASTERN] [NAMAUS] [URL] [URL]]
74,anger,The opposition doesn't make a scene in the media thermsk medsos when the loud season is special. ... [URL],האופוזיציה לא עושה סצנה בתקשורת תרמוסק medsos כאשר העונה הרועשת היא מיוחדת.,Oposisi tidak membuat adegan di media termsk medsos ketika musim keras adalah khusus. ... [URL]
75,sadness,"I'm fasting, but I'm on my way here in the morning with the address of, uh, filming kalee.","אני צם, אבל אני בדרך לכאן בבוקר עם הכתובת של, אה, מצלם קיילי.","Aku puasa, tapi aku dalam perjalanan ke sini di pagi hari dengan alamat, eh, film kalee."
76,anger,[USERNAME] Heee I saw the first plastic tree yesterday from your account spread over the fb... It's not just a big zero but it's a straight shot of face sdr... thank you.,"היי, ראיתי את עץ הפלסטיק הראשון אתמול מהחשבון שלך מפוזר מעל האף-בי-איי... זה לא רק אפס גדול, אבל זו תמונה ישירה של פרצוף... תודה.",Heie aku melihat pohon plastik pertama kemarin dari rekeningmu menyebar di atas fb... ini bukan hanya sebuah nol besar tapi ini adalah sdr wajah lurus... terima kasih.
77,anger,"[USERNAME] What's this? The courier sent it wrong, even to someone's address.","השליח שלח את זה לא נכון, אפילו לכתובת של מישהו.",Apa ini? bahkan ke alamat seseorang.
78,fear,I've read a book there's a bule PDKT saying find the same house.,"קראתי ספר בו כתוב בו ""פי-די-קיי-טי"" שבו כתוב ""מצא את אותו הבית.""",Saya telah membaca buku ada PDKT bule mengatakan menemukan rumah yang sama.
79,anger,[USERNAME] [USERNAME] [USERNAME] The problem is money for consumption.,הבעיה היא כסף לצריכה.,Masalahnya adalah uang untuk konsumsi.
80,sadness,The intention of going to her prayer mosque on the second floor is to say something 'cause there's usually not much here.,הכוונה ללכת למסגד התפילה שלה בקומה השנייה היא להגיד משהו כי בדרך כלל אין כאן הרבה.,Tujuan dari pergi ke masjid doanya di lantai dua adalah untuk mengatakan sesuatu karena biasanya tidak banyak di sini.
81,happy,"It's most exciting to talk to creative people, ready to be surprised by their ideas that you may never have thought of: ""Oh, yes, why did I just think?""","זה הכי מרגש לדבר עם אנשים יצירתיים, מוכנים להיות מופתעים מהרעיונות שלהם שאולי אף פעם לא חשבת עליהם: ""אה, כן, למה חשבתי?""","Ini paling menarik untuk berbicara dengan orang-orang kreatif, siap untuk terkejut dengan ide-ide mereka bahwa Anda mungkin tidak pernah berpikir: ""Oh, ya, mengapa saya hanya berpikir?"""
82,anger,"Miris: create work with difficulty that drains people's mind, power, time and matter, ...continued by people who copy and/or simply accept the complete use of other people's work with gimmics and sensations. What do you think of [USERNAME]?","מיריס: ליצור עבודה עם קושי שמנקז את המוח, הכוח, הזמן והחומר, ... המשיך על ידי אנשים שמשכפלים ו / או פשוט לקבל את השימוש המלא של העבודה של אנשים אחרים עם גימיקים ותחושות. מה אתה חושב על [ארה""ב]?","Miris: menciptakan pekerjaan dengan kesulitan yang menguras pikiran, kekuasaan, waktu dan materi, ... dilanjutkan oleh orang-orang yang menyalin dan / atau hanya menerima penggunaan lengkap dari orang lain bekerja dengan gimmic dan sensasi. Apa yang Anda pikirkan tentang [NAMA SERIKAT]?"
83,anger,"Which side is the stereotyping of my statement? show me, who knows if I'm talking wrong.","איזה צד הוא סטריאוטיפ של ההצהרה שלי? תראה לי, מי יודע אם אני מדבר לא נכון.","Sisi mana yang meniru pernyataanku? Tunjukkan, siapa tahu aku salah bicara."
84,anger,"It's a typical guy who gives this much credit, the least he can do is blame people and complain about how perfect a man is.","זה בחור טיפוסי שנותן כל כך הרבה קרדיט, המעט שהוא יכול לעשות זה להאשים אנשים ולהתלונן על כמה מושלם הוא אדם.","Ini adalah orang biasa yang memberikan banyak kredit ini, setidaknya dia bisa lakukan adalah menyalahkan orang-orang dan mengeluh tentang bagaimana sempurna seorang pria."
85,happy,I can't stop... the money is on me.,אני לא יכול להפסיק... הכסף עליי.,Aku tidak bisa berhenti ... uang itu pada saya.
86,anger,What do you want to say? You've got a grudge against Anies. Ever hurt anolh gub Anies? What's wrong Anies to you?,מה אתה רוצה לומר יש לך טינה נגד אניס האם אי פעם פגעת באניס?,"Apa yang ingin kau katakan?&lt;/font&gt; &lt;font color=""#ffff00""&gt;Kau punya dendam terhadap Anies.&lt;/font&gt; &lt;font color=""#ffff00""&gt;Apakah kau pernah menyakiti anolh gub Anies?&lt;/font&gt; &lt;font color=""#ffff00""&gt;Apa yang salah Anies?&lt;/font&gt; &lt;font color=""#ffff00""&gt;Apa yang salah Anies?&lt;/font&gt; &lt;font color=""#ffff00""&gt;Apa yang kau lakukan?&lt;/font&gt; &lt;font color=""#ffff00""&gt;Apa?"
87,sadness,"When you're in the family group you're talking about, you're late, but if your husband has four days off, it's four days away.","כשאתה בקבוצה המשפחתית שאתה מדבר עליה, אתה מאחר, אבל אם לבעלך יש ארבעה ימי חופש, זה בעוד ארבעה ימים.","Ketika Anda berada di kelompok keluarga Anda berbicara tentang, Anda terlambat, tetapi jika suami Anda memiliki empat hari libur, itu empat hari lagi."
88,sadness,People who've lost a POLlIST fight are hard to cure because they can't achieve dreams and have lost a lot of property.,אנשים שאיבדו מאבק פוליסט קשה לרפא כי הם לא יכולים להשיג חלומות ואיבדו הרבה רכוש.,Orang-orang yang kalah dalam pertarungan POLIIST sulit disembuhkan karena mereka tidak bisa mencapai mimpi dan kehilangan banyak properti.
89,sadness,"There's no signal at home, it makes me think too much, but, mind where I'm going, random, but there's got to be one.","אין קליטה בבית, זה גורם לי לחשוב יותר מדי, אבל, אכפת לי לאן אני הולך, אקראי, אבל חייב להיות אחד.","Tidak ada sinyal di rumah, itu membuat saya berpikir terlalu banyak, tapi, pikiran di mana aku akan, acak, tapi ada harus menjadi satu."
90,fear,"There's been a case of obscene accusations against High Priest Rizieq has been stopped, please help pray for the truth.","יש כבר מקרה של האשמות מגונות נגד הכהן הגדול Riziq כבר נעצר, בבקשה לעזור להתפלל למען האמת.","Ada kasus tuduhan cabul terhadap Imam Besar Rizieq telah dihentikan, silakan membantu berdoa untuk kebenaran."
91,fear,"Don't hold my hand again... (USERNAME) [USERNAME] [USERNAME]...this guy already has his blog, too...yes even though he doesn't write at 2 in the morning.","אל תחזיק לי את היד שוב... כן, אפילו שהוא לא כותב בשתיים לפנות בוקר.","Jangan pegang tanganku lagi... (NAMA BERDASARKAN) [NAMA BERKAS]... orang ini sudah memiliki blognya, juga... ya meskipun dia tidak menulis jam 2 pagi."
92,anger,"It's good to find people who are always cornered by Ansor, but if it's constantly slandered, don't stay silent, it's time.","זה טוב למצוא אנשים שתמיד נדחקים לפינה על ידי אנסור, אבל אם זה מושמיץ כל הזמן, לא לשתוק, הגיע הזמן.","Adalah baik untuk menemukan orang-orang yang selalu terpojok oleh Ansor, tetapi jika itu terus-menerus difitnah, tidak tinggal diam, sudah waktunya."
93,love,"Don't forget your lunch, how are you feeling?","אל תשכח את ארוחת הצהריים שלך, איך אתה מרגיש?","Jangan lupa makan siangmu, bagaimana perasaanmu?"
94,anger,"It's your stupid bong.. told to read, not to read... the UN CANAL OF MASYUMI, the UN = BELIEF MONTH OF BINER = MASUMI BASIRE BLUE","זה הבאנג המטופש שלך... אמר לקרוא, לא לקרוא... את תעלת מסיומי, האו""ם","Ini bong bodohmu.. mengatakan untuk membaca, tidak membaca... UN KANAL OF MASYUMI, UN = BELIEF BULAN BINER = MASUMI BLUE"
95,fear,Hopefully it'll be uploaded before z goes up because even fans of capital quota need a good network area.. Hikss on the clock too.,אני מקווה שזה יעלה לפני שזי יעלה כי אפילו אוהדים של מכסת הבירה צריכים אזור רשת טוב... גם היקסים על השעון.,Mudah-mudahan itu akan diunggah sebelum z naik karena bahkan penggemar kuota modal membutuhkan daerah jaringan yang baik ... hiks pada jam juga.
96,anger,Supporters should be in black mail [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],"תומכים צריכים להיות בדואר שחור [ארה""ב] [ארה""ב] [ERENAME] [ארה""ב] [ארה""ב] [ארה""ב] [ארה""ב] [ארה""ב] [ארה""ב] [ארה""ב] [ארה""ב] [ארה""ב] [ארה""ב]",[NAMA USTERN] [ASTERNAME] [ASTERNAMA] [ASTERNAME] [NAMA BERKAS] [ASTERN] [NAMA USIAN] [NAMA SESARNAMA] [ASTERN] [NAMAUS] [ASTERN] [URL] [URL]
97,anger,"Don't get too attached. You're giving me a call, you're going to be a real thief when you're successful. I'm going to give you one.","אל תיקשר יותר מדי אתה נותן לי שיחה, אתה הולך להיות גנב אמיתי כאשר אתה מצליח אני הולך לתת לך אחד","jangan terlalu terikat kau meneleponku, kau akan menjadi pencuri sungguhan ketika kau berhasil aku akan memberimu satu."
98,happy,"Thank God, Prof., after talking to you last night in Ajamiin, it feels good to be with you.","תודה לאל, פרופסור, אחרי שדיברתי איתך אתמול בלילה באג'מיין, זה מרגיש טוב להיות איתך.","Terima kasih Tuhan, Prof, setelah berbicara dengan Anda tadi malam di Ajamiin, rasanya baik untuk bersama Anda."
99,happy,"Cool!! Some people still don't say sir [USERNAME] anti-islamic? 3.5 trillion, 142 acres, so the Islamic college of Al-Azhar class. Not to mention Ponpes, madrasah, Mosjid and other ummat facilities.","יש אנשים שעדיין לא אומרים אדוני נגד איסלמית 3.5 טריליון, 142 דונם, אז הקולג' האיסלאמי של כיתת אל-אזהר, שלא לדבר על פונפות, מדרסה, מוזג'יד ומתקנים אחרים.","Keren!! Beberapa orang masih tidak mengatakan Pak [ASERNAMA] anti-islamik? 3.5 triliun, 142 hektar, sehingga Islam perguruan tinggi Al-Azhar kelas. belum lagi Ponpes, madrasah, Mossid dan fasilitas ummat lainnya."
100,anger,"[USERNAME] I came to ask you a question, and then I talked to Dr. Limba, but I didn't get it because I didn't get the answer to my question.","באתי לשאול אותך שאלה, ואז דיברתי עם ד""ר לימבה, אבל לא קיבלתי אותה כי לא קיבלתי תשובה לשאלה שלי.","[ASERNAMA] Saya datang untuk mengajukan pertanyaan, dan kemudian saya berbicara dengan Dr. Limba, tapi saya tidak mengerti karena saya tidak mendapatkan jawaban atas pertanyaan saya."
101,anger,I used to get fatter when I met Apsara when I met her.,הייתי משמין כשפגשתי את אפסרה כשפגשתי אותה.,Aku dulu gemuk ketika aku bertemu Apsara ketika aku bertemu dengannya.
