,label,tweet,en_tweet
94,anger,"Itu lah bodoh mu bong.. disuruh baca, tidak mau baca... PBB CIKAL BAKALNYA DARI MASYUMI , PBB =KELUARGA BESAR BULAN BINTANG = MASYUMI dasar bong200","It's your stupid bong.. told to read, not to read... the UN CANAL OF MASYUMI, the UN = BELIEF MONTH OF BINER = MASUMI BASIRE BLUE"
95,fear,Mudah2an sudah terupload smua sebelum z mudik Karna fans modal quota pun butuh daerah dengan jaringan yang bagus.. hiksss Hitungan jam juga br slsi kalo z mo donlot ini di rumahku pi ,Hopefully it'll be uploaded before z goes up because even fans of capital quota need a good network area.. Hikss on the clock too.
96,anger,Orang pendukung khilafah memang harus di black mail [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],Supporters should be in black mail [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]
97,anger,"jangan sok akrab ye mention mention gue , maling dulu aje yg bener nanti kalo udah sukses jadi malingnye baru gue bales mentionan lu lu pada .. #SalamSatuNyaliLari #BonekJancuk [URL]","Don't get too attached. You're giving me a call, you're going to be a real thief when you're successful. I'm going to give you one."
98,happy,"Alhamdulillah Prof, setelah berbicara semalam di [USERNAME] adem rasanya, semoga membawa keberkahan. Aamiin Yaa Rabbal 'Aalamiin.","Thank God, Prof., after talking to you last night in Ajamiin, it feels good to be with you."
99,happy,"Keren!! Kira-kira masih ada nggak yg bilang Pak [USERNAME] anti-islam? 3,5 triliun, 142 hektar, jadi kampus rujukan Islam dunia sekelas Al-Azhar. Belum lagi proyek Ponpes, madrasah, Masjid dan fasilitas ummat lain. Kl ada yg masih bilang Beliau an","Cool!! Some people still don't say sir [USERNAME] anti-islamic? 3.5 trillion, 142 acres, so the Islamic college of Al-Azhar class. Not to mention Ponpes, madrasah, Mosjid and other ummat facilities."
100,anger,"[USERNAME] saya kan datang untuk bertanya, kemudian ngobrol tuh sama mba mba Help desk. tapi saya tetep ga ngerti karena ga dapet jawaban yg menjawab pertanyaan saya. trus mbanya lama lama agak emosi, yaudah makin ga kejawab dong, trus saya pulang.","[USERNAME] I came to ask you a question, and then I talked to Dr. Limba, but I didn't get it because I didn't get the answer to my question."
101,anger,"Sering tuh gua digituin pas kalo baru ketemu Apsara lagi ""kok perawatannya makin banyak? Makin gendut aja sih "" wah senyum aja iya2in aja dalem hati ""bacot lu anjing""",I used to get fatter when I met Apsara when I met her.
102,fear,"kalo sifat buruk mungkin bisa dirubah dengan bertambahnya umur atau berubahnya keadaan. kalo kebiasaan buruk mungkin sulit ya? karena semacam udah jadi hobi, gitu ga sih?","If it's bad, maybe it can change with age or change, if bad habits might be hard, right? Because they're kind of like hobbies, right?"
103,fear," berdesakan..bejubelan, di kRL adalah salah satu godaan dalam berpuasa.....apalagi d dpn nya ada wanita cantik sambil ngunyah tahu gejrot...hehe..","Pressing on..bejubelan, at kRL is one of the temptations of fasting..what else there is a beautiful woman while she knows gejrot..he.."
104,anger,[USERNAME] #belanjaitugakribet ternyata cm slogan doang.stelah dkomplen ternyata dbatalin sepihak. Dan nama besar itu ndak jaminan keprofesionalan ya..trus nyampein ke pihak official store klo sy yg batalin..pdhl samsek ga sy batalin.jd skrg sy udh tau kal,[USERNAME] #Busing is a small part of the slogan.s have been implemented one-sided.And that big name has guaranteed yes..truspein to the official store if I cancel it.pdhl not cancel it.jdr
105,happy,Happy birthday to us [USERNAME] and happy 6th anniv wkwkwk Bentar lagi kita putus huhu aku harus cari pacar baru :3 [URL],Happy birthday to us [USERNAME] and happy 6th anniv wkwkwk Bentar again We broke up huhu I have to find a new boyfriend :3 [URL]
106,fear,Terus.. Baca komen2nya pada bilang kalo musik itu haram. Dan bla bla. Nah disini aku tau. Kalo fanatik kan emang gaboleh. Tp kalau sekedar suka gitu gimana?,"Then read the comment on how it's illegal and blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah."
107,happy,"Rabu, 06-06-2018, anakbujangku selesai menempuh pendidikan di TK Bhakti Ibu, Bakauheni. Eit, ternyata ia dapat piala jugak hehehe","Wednesday, 06-06-2018, my wife and son finished schooling at Bhakti kindergarten Mother, Batauheni."
108,anger,SAYA HIDUP DIZAMAN PRESIDEN HEBAT YAITU SOEHARTO.. Beliau Buat Aman dan tenang untuk Masyarakat..... Tetapi tidak tenang untuk: Kaum PKI Kaum Rampok Kaum Bandit Kaum yg ingin jadi pejabat negara tapi otaknya kosong. Hanya kaum itulah yg Tidak Suka Bapak SOEHARTO [URL],"I live a life of security and peace for the people, but it's not peaceful for the Bandits of the Bandits, the Bandits of the Bandits, the Bandits of the Bandits, who want to be officers of the state, but their brains are the only people who don't like Father Sofaro [URL]."
109,happy,"Bersama segenap dewan guru.. Terimakasih telah membimbing anak kami selama ini, Bu.. Semoga ibu-ibu semua dimudahkan segala urusannya, dan ilmu yang ibu ajarkan menjadi amal jariah yang pahalanya akan terus mengalir ke ibu, selamanya.. [URL]","With all the board of teachers... thank you for guiding our son all this time, ma'am... may the mothers be made easier for themselves, and the science that I teach you will be a work of art... whose reward will continue to flow to mother, forever... [URL]"
110,anger,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ","I don't care, but if anyone makes a scene or is uncomfortable, don't ask me to hang out with him."
111,sadness,"Bagi anda anda yg dianugerahi gigi rapi dari lahir, bersyukurlah ! Karena pake behel ternyata lebih sakit daripada sakit hati. #menurutguesih","For those of you who have been given fresh teeth from birth, be thankful! &lt;br /&gt;For wearing a bel turns out to be more painful than hurt heart. &lt;i&gt;Good heavens! &lt;/i&gt; &lt;i&gt;Good heavens! &lt;/i&gt; &lt;i&gt;You are much more hurt than hurt. &lt;i&gt; &lt;i&gt;Good morning. &lt;/i&gt; &lt;i&gt; Thank God."
112,happy," Alhamdulillah Pie,,di RSUP Kariadi ini bener2 diurus, jd sudah gak panas tinggi lg soalnya langsung dikasih Paracetamol yg botolan","Alhamdulillah Pie, at RSUP Kariadi It's completely taken care of, so it's not hot anymore"
113,anger,"Melihat udah terlalu banyak [USERNAME] project yang jatohnya malah jadi scam dan fraud, asli gue pengen coba deh bawa mereka sama creator creator mereka yang udah bawa kabur duit banyak orang (termasuk gue) ke ranah hukum Indonesia.","Seeing as there's too much [USERNAME] of projects that have become scamm and fraud, I'd like to try to bring them along with the creationator of their creations who has taken so many people's money (including mine) to the realm of Indonesian law."
114,anger,"Soal Via Vallen, Gue Sepakat Sama Nikita Mirzani jangan lebay! Kalau Gak Suka Di gituin, tinggal tolak dan block tu orang, jgn di share2 jadi konsumsi publik! Kek ingin menampilkan kepolosan tak berdosa gimana gituu.. #menurutkusih ","As for Via Vallen, I'll deal with Nikita Mirzani! Don't overdo it! If you don't like it, just reject it and block it, don't share it into public consumption!"
115,fear,"Baru 'ngerusuh' di balai desa Terus pas mau pulang tadi, bu lurah nanya, ""Mba Ulfah... itu temannya yang satu ke mana sih, kok ndak kelihatan?"" ""Hah? Teman saya buk? O.o"" Bu Lurah: ""Iya, yang biasa bareng, dari senin ndak berangkat lho."" WAIT, DARI SENIN????",Where's my friend?
116,fear,"Mba PPS: ""Tuh, pasti ada apa-apa.... mba Ulfa juga pasti ngerasa ini kok ga ada."" ""....Sebentar, sebentar..."" DIA KENAPA LAGI SIH, DARI SENIN GA BERANGKAT :""( Bikin khawatir aja T.T","""Tuh, there must be something...."" ""Ulfa's got to feel this."" ""One minute, one second..."""
117,anger,"Hadeh ini lagi Satu Cewe yg udh pikirannya jahat, jari jarinya jahat. Dinikmati? Heh mbak emang penyanyi dangdut itu auto lonte? Lonte juga bisa kena sexual harassment mbaaaak.","This is one girl who thinks she's evil, her fingers are evil."
118,sadness,"lu ngapa si galau mulu:( lu kalo galau banyak diem, kalau lg seneng gabisa diem. Mangat dong kak nanas seneng itu bisa nularin ke orang2 loh:( wkwk","You're so upset: you're so upset, you're so happy, you can't shut up."
119,anger,Sudah berjuta kali bong dikasih tau.. Pak Harto hanya kejam : Pki Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha,"I've told you a million times, Mr. Harto is just cruel, Pki Bandit Rampok."
120,happy,"Sebentar lagi ketemu krucil-krucil ponakan yang gemesin banget, suka nya minta main berantem-beranteman. Seru sih meskipun ya resiko pada pegel-pegel nantinya, sedikit-sedikit sambil ngajarin berhitung agar #JadiLebihBaik lagi Nanti pas masuk sekolah",I'll see you in a few minutes.
121,anger,"Lalu bagaimana dengan negara? Mereka akan kehilangan banyak pendapatan dari cukai rokok. Hutang negara akan semakin banyak. Ah, itu kan hanya pembenaranmu saja. Coba lihat ini! Bagaimana? Apa pendapatmu masih sama? [URL]","They're going to lose a lot of money from the tobacco tax, the country's debt is going to grow."
122,fear,"Eh tapi numbuhin brewok juga buat nyenengin diri sendiri sih, compliment dari sesama cowok bonus lah. Tapi ga dirawat dikit langsung tumbuh liar atau gatel banget","Uh, but it's not like being treated like that, it's not like it's just a little bit of wild-growing or total-gateling."
123,anger,"Kosan deket kantor, dateng paling telat, trus kalo siang tidur pula selonjoran di sofa. Temen kantor kaya gini emang perlu dikatain tai sih.","It's the bus near the office, it's coming at the latest, and if it's naptime on the couch, it's something to tell you."
124,anger,"si [USERNAME] ini ngga bisa seenak dewe melepaskan tanggung jawab ke backers cuma berdasarkan ToC antara Kickstarter selaku penyedia platform crowd-funding, creators, dan backers. ToC tetap tunduk ke hukum yang berlaku di governing law si ToC. Gue mau cari legal loophole nya. [URL]","[USERNAME] This can't be as good as releasing responsibilities to the backers just based on ToC between Kickstarter as the platform provider crowd-funding, creations and backers."
125,sadness,Ada anak sma habis perpisahan atau semacam wisuda sekolah. Foto bareng sama temen-temennya sejawat dgn pakai kebaya lalu di post di IG dengan caption 'Nanti siapa ya yang bakal nikah duluan'. Ku langsung tertunduk lesu dan seraya ingin minum extra joss. Cuk.,"There's a kid at school going away or some sort of graduation, taking pictures of his friends wearing clothes and then posting at the IG with a caption 'who's getting married first', and I'm going to get knocked down and I'm going to drink extra joss."
126,happy,"Awak sih jd org slow, mau di omongin a to z asal ale bnyk makan, ngga cranky, berat naik udh bahagia. Mslh apapun jd kyk ngga ada. Ibu2 bgt sih skrg","You're so slow, you want to talk about a to z when you eat so much, you don't crawly, you're getting happier."
127,anger,Ganti presiden? Siapa takut...hanya siapa calonnya? Apa si doi yg onoh? Ih gak syudih,Who's afraid of... who's the only candidate?
128,anger,"Para penipu ,kasihan ibukota negara gw di pimpin sama mereka2 yg haus jabatan tanpa mementingkan rakyatnya ,,,tai buat [USERNAME] [USERNAME]","Deceivers, mercy of my nation's capital are led by those who thirst for office without concern for its people, a lie to [USERNAME] [USERNAME]"
129,fear,"Perginya diantar sama teman, gak bawa HP. Udah janjian biar dijemput jam setengah 2. Krna sayanya ketiduran, dan yg jemput gak nongol2, bingung mau gmna. Akhirnya jalan kaki 2 km siang bolong. Ngeri kali lahh~~ vanashh syekaleh vemirsyahh","I got a ride with a friend, I didn't have a cell phone, I promised to be picked up at half past two, because I fell asleep, and the one who picked me up didn't go home, got confused."
130,sadness,"iya, kamu laki-laki, sang pengambil keputusan. tapi kan aku juga ingin dianggap, diajak berdiskusi, dimintai pendapat, diajak mencari jalan keluar, atau sekadar ditenangkan kecemasannya. aku ini ada. jangan hidup sendiri. [USERNAME]","Yes, you're a man, the decision-maker. But I also want to be considered, discussed, asked for, asked for, asked to find a way out, or just calmed down. I am."
131,sadness,"Akhirnya ingin berkata juga, aku ga mau sakit, knp migrain ini harus dtg saat lagi byk2nya masalah yg membutuhkan tenaga mikir, apalagi bentar lg harus mudik. Ya Allah kenapa coba ","I finally want to say, I don't want to get sick, why this migraine should come when it's too much trouble to think about, especially if it's going to hurt."
132,happy,"Pengen cerita dari kemaren gak sempet. Beberapa hari yg lalu tarawih di masjid gak konsen banget posisi lagi apes. Gimana gak, posisi solat di shaf depan ada mas2 pake sarung trus sarung nya nyeplak pantatnya pas banget, ketat. Kampret, pen ngakak tp lagi solat. Syit.","The story teller from yesterday didn't catch it, a couple of days ago, fighting at the mosque was out of place."
133,happy,Congratulation [USERNAME] semoga dilancarkan dan dapat kesempatan memandang orang orang di panggung [USERNAME] Break a leg!!! [URL],Congratulation [USERNAME] may be launched and get a chance to look at people on stage [USERNAME] Break a leg!!! [URL]
134,fear,"Gak jamin deh. Tapi gemana pak Police [USERNAME] , siap gak kerja tanpa pungli dan sejenisnya. Korup, pungli itu bagai addicted. Sekali nyoba, keenakan. Nambah lagi deh. #generasiantikorupsi","I can't guarantee it, but Mr. Police is ready to take off without even a single job."
135,anger,"Looh, kok merendahkan semangat perlindungan perempuan sih? Justru jadi cewek itu kudu tegas dan galak sama laki2 kek gitu! Di block aja udah..ngapain di share2 sampe se indonesia tau",How can you be such a tough girl and be so mean to a man?
